# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 21:26:43 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7031517,K00871.01,,CANDIDATE,CANDIDATE,,,,,,12.9406716,2.60000e-06,-2.60000e-06,179.42215,7.00000e-05,-7.00000e-05,0.7660,0.077,-0.077,2.3741,,,37923,,,16.47,,,674.0,,,,,,1109.50,,,5650.00,,,4.620,,,0.7500,,,291.119690,42.507069,15.215
7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,,,,,,33.6017890,5.60000e-05,-5.60000e-05,186.67604,5.30000e-04,-5.30000e-04,0.7500,0.200,-0.200,4.3739,,,6349,,,7.04,,,451.0,,,,,,180.40,,,5127.00,,,4.590,,,0.7500,,,289.268740,42.604172,15.262
7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,,,,,,6.7665790,8.60000e-05,-8.60000e-05,138.06020,4.50000e-03,-4.50000e-03,0.4900,0.310,-0.310,2.9135,,,357,,,1.46,,,769.0,,,,,,17.70,,,5127.00,,,4.590,,,0.7500,,,289.268740,42.604172,15.262
7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,,,,,,4.3473260,2.90000e-05,-2.90000e-05,172.22950,2.00000e-03,-2.00000e-03,0.6900,0.540,-0.540,2.2408,,,469,,,1.58,,,916.0,,,,,,32.20,,,5470.00,,,4.650,,,0.6900,,,291.964170,42.696140,15.024
7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,,,,,,4.6018360,1.90000e-05,-1.90000e-05,169.97830,1.30000e-03,-1.30000e-03,0.6700,0.560,-0.560,2.2357,,,728,,,2.26,,,876.0,,,,,,47.00,,,5037.00,,,4.570,,,0.7900,,,296.483430,42.663429,15.024
7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,,,,,,11.1871400,1.60000e-04,-1.60000e-04,137.18340,5.30000e-03,-5.30000e-03,0.5900,0.610,-0.610,3.1931,,,352,,,1.52,,,649.0,,,,,,17.20,,,5037.00,,,4.570,,,0.7900,,,296.483430,42.663429,15.024
7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,,,,,,4.2209590,8.50000e-06,-8.50000e-06,170.62188,6.30000e-04,-6.30000e-04,0.6000,0.440,-0.440,3.0104,,,2276,,,2.30,,,624.0,,,,,,131.20,,,4198.00,,,4.810,,,0.4700,,,296.693940,42.626110,15.692
7270230,K00876.01,,CANDIDATE,CANDIDATE,,,,,,6.9980904,2.80000e-06,-2.80000e-06,171.89859,1.40000e-04,-1.40000e-04,0.8200,0.120,-0.120,1.8236,,,18004,,,12.25,,,803.0,,,,,,481.70,,,5417.00,,,4.600,,,0.7800,,,287.884120,42.832439,15.877
11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.7478291,,,171.66438,,,,,,3.6900,,,693,,,,,,,,,,,,147.00,,,5319.00,,,4.589,,,,,,291.061520,50.265129,13.496
10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,,,,,,3.1799620,2.50000e-05,-2.50000e-05,133.50410,2.30000e-03,-2.30000e-03,0.9300,0.110,-0.110,3.7308,,,118,,,1.58,,,1345.0,,,,,,42.00,,,5949.00,,,4.370,,,1.1800,,,297.028260,48.208611,12.487
7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,,,,,,5.9548810,2.50000e-05,-2.50000e-05,170.95680,1.40000e-03,-1.40000e-03,0.7400,0.650,-0.650,2.4870,,,1400,,,2.42,,,646.0,,,,,,54.40,,,4500.00,,,4.700,,,0.5900,,,293.636960,42.824970,15.019
7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,,,,,,12.0399700,8.30000e-05,-8.30000e-05,181.22240,2.30000e-03,-2.30000e-03,0.7900,0.590,-0.590,2.8859,,,1270,,,2.37,,,513.0,,,,,,36.90,,,4500.00,,,4.700,,,0.5900,,,293.636960,42.824970,15.019
7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,,,,,,23.5890600,2.30000e-04,-2.30000e-04,173.81980,3.30000e-03,-3.30000e-03,0.9100,0.170,-0.170,4.8790,,,1182,,,2.97,,,460.0,,,,,,26.50,,,4749.00,,,4.610,,,0.7000,,,297.460020,42.839920,15.316
7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,,,,,,26.4428800,1.30000e-04,-1.30000e-04,194.13140,1.60000e-03,-1.60000e-03,0.6400,0.130,-0.130,3.9942,,,1754,,,4.00,,,564.0,,,,,,48.90,,,5512.00,,,4.490,,,0.9100,,,292.873380,42.966141,15.158
7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,,,,,,51.5300500,1.80000e-04,-1.80000e-04,174.12150,1.30000e-03,-1.30000e-03,0.0290,0.020,-0.020,6.4115,,,3622,,,5.35,,,451.0,,,,,,109.10,,,5512.00,,,4.490,,,0.9100,,,292.873380,42.966141,15.158
7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,,,,,,5.9022090,3.60000e-05,-3.60000e-05,136.78440,2.10000e-03,-2.10000e-03,0.3700,0.200,-0.200,2.8274,,,686,,,2.34,,,930.0,,,,,,39.30,,,5512.00,,,4.490,,,0.9100,,,292.873380,42.966141,15.158
7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,,,,,,2.3829610,2.40000e-05,-2.40000e-05,135.07850,3.00000e-03,-3.00000e-03,0.1800,0.280,-0.280,2.1860,,,258,,,1.42,,,1256.0,,,,,,20.30,,,5512.00,,,4.490,,,0.9100,,,292.873380,42.966141,15.158
7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,,,,,,21.0223600,1.50000e-04,-1.50000e-04,207.67690,2.20000e-03,-2.20000e-03,0.7600,0.390,-0.390,4.2590,,,1722,,,3.28,,,506.0,,,,,,42.20,,,5053.00,,,4.640,,,0.7200,,,294.909730,42.935261,15.859
7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,,,,,,226.8897000,5.30000e-03,-5.30000e-03,207.35890,5.70000e-03,-5.70000e-03,0.8500,0.320,-0.320,8.2367,,,2787,,,4.37,,,229.0,,,,,,29.40,,,5053.00,,,4.640,,,0.7200,,,294.909730,42.935261,15.859
7377033,K00882.01,,CANDIDATE,CANDIDATE,,,,,,1.9568102,8.00000e-07,-8.00000e-07,170.69388,1.00000e-04,-1.00000e-04,0.9200,0.200,-0.200,2.1714,,,23601,,,12.17,,,1031.0,,,,,,739.40,,,5081.00,,,4.730,,,0.5500,,,295.835360,42.943062,15.533
10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,,,,,,7.9579200,1.70000e-04,-1.70000e-04,137.81590,7.10000e-03,-7.10000e-03,0.9500,0.140,-0.140,4.2797,,,63,,,1.07,,,991.0,,,,,,15.20,,,5949.00,,,4.370,,,1.1800,,,297.028260,48.208611,12.487
7380537,K00883.01,,CANDIDATE,CANDIDATE,,,,,,2.6888981,4.00000e-07,-4.00000e-07,170.10143,5.00000e-05,-5.00000e-05,0.0300,0.200,-0.200,2.0921,,,31317,,,9.94,,,864.0,,,,,,1396.00,,,4674.00,,,4.720,,,0.5800,,,296.683070,42.967869,15.766
7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,,,,,,9.4394510,1.50000e-05,-1.50000e-05,177.18518,5.20000e-04,-5.20000e-04,0.4900,0.500,-0.500,2.9311,,,3068,,,4.13,,,654.0,,,,,,143.50,,,4931.00,,,4.620,,,0.7400,,,288.642520,43.039291,15.067
7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,,,,,,20.4765360,5.10000e-05,-5.10000e-05,178.67617,8.40000e-04,-8.40000e-04,0.7100,0.400,-0.400,3.1781,,,1930,,,4.23,,,504.0,,,,,,73.90,,,4931.00,,,4.620,,,0.7400,,,288.642520,43.039291,15.067
7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,,,,,,3.3362050,2.00000e-05,-2.00000e-05,135.30870,1.90000e-03,-1.90000e-03,0.4000,0.520,-0.520,2.0917,,,435,,,1.59,,,925.0,,,,,,32.30,,,4931.00,,,4.620,,,0.7400,,,288.642520,43.039291,15.067
7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,,,,,,8.0109430,6.90000e-05,-6.90000e-05,170.20570,2.90000e-03,-2.90000e-03,0.9500,0.110,-0.110,3.4129,,,961,,,2.10,,,461.0,,,,,,28.90,,,3705.00,,,4.750,,,0.5000,,,294.773930,43.056301,15.847
7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,,,,,,12.0717200,2.90000e-04,-2.90000e-04,143.44840,9.10000e-03,-9.10000e-03,0.8700,0.170,-0.170,4.9738,,,465,,,1.23,,,402.0,,,,,,14.80,,,3705.00,,,4.750,,,0.5000,,,294.773930,43.056301,15.847
7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,,,,,,20.9954000,5.80000e-04,-5.80000e-04,152.32590,9.70000e-03,-9.70000e-03,0.9700,0.150,-0.150,3.8411,,,605,,,1.74,,,336.0,,,,,,11.40,,,3705.00,,,4.750,,,0.5000,,,294.773930,43.056301,15.847
7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,,,,,,7.4111380,4.30000e-05,-4.30000e-05,175.34590,2.00000e-03,-2.00000e-03,0.7700,0.670,-0.670,2.5934,,,654,,,2.47,,,855.0,,,,,,31.00,,,5601.00,,,4.540,,,0.8900,,,295.651490,43.029831,15.031
7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0007547,,,169.97274,,,,,,1.1300,,,1689,,,,,,,,,,,,127.80,,,5274.00,,,4.542,,,,,,297.975130,43.164909,15.419
757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,,,,,,8.8849176,4.10000e-06,-4.10000e-06,169.99111,1.50000e-04,-1.50000e-04,0.0200,0.670,-0.670,2.0809,,,16317,,,10.22,,,738.0,,,,,,457.50,,,5101.00,,,4.500,,,0.8400,,,291.137600,36.577381,15.264
3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,,,,,,24.9933400,1.90000e-04,-1.90000e-04,138.68000,2.80000e-03,-2.80000e-03,0.7600,0.180,-0.180,5.9672,,,278,,,1.41,,,562.0,,,,,,49.10,,,5605.00,,,4.520,,,0.7800,,,287.362790,38.649601,12.377
7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,,,,,,8.0988814,7.30000e-06,-7.30000e-06,176.62339,3.10000e-04,-3.10000e-04,0.0100,0.820,-0.820,4.2109,,,6892,,,8.27,,,924.0,,,,,,343.20,,,5976.00,,,4.480,,,1.0100,,,282.699520,43.272739,15.261
7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,,,,,,10.0065630,6.70000e-05,-6.70000e-05,176.96600,2.30000e-03,-2.30000e-03,0.7700,0.160,-0.160,5.1152,,,912,,,3.14,,,832.0,,,,,,51.90,,,5851.00,,,4.500,,,0.9500,,,283.630770,43.379398,15.063
7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,,,,,,10.3717210,4.80000e-05,-4.80000e-05,172.61630,1.60000e-03,-1.60000e-03,0.2000,0.900,-0.900,2.9535,,,1275,,,2.48,,,638.0,,,,,,54.50,,,5010.00,,,4.620,,,0.7200,,,290.393220,43.363899,15.193
7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,,,,,,4.4084680,4.60000e-05,-4.60000e-05,172.17920,3.50000e-03,-3.50000e-03,0.0400,0.420,-0.420,4.6495,,,571,,,2.12,,,1067.0,,,,,,34.10,,,5729.00,,,4.470,,,0.9100,,,292.965550,43.346390,15.662
7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.9426017,,,174.52733,,,,,,5.0800,,,2392,,,,,,,,,,,,125.80,,,5580.00,,,4.535,,,,,,299.001430,43.399632,15.260
7767559,K00895.01,,CANDIDATE,CANDIDATE,,,,,,4.4094114,2.40000e-06,-2.40000e-06,171.89337,1.80000e-04,-1.80000e-04,0.0300,0.280,-0.280,3.8575,,,13263,,,10.51,,,1034.0,,,,,,615.50,,,5436.00,,,4.420,,,0.9300,,,296.410190,43.455391,15.403
7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,,,,,,16.2395200,5.60000e-05,-5.60000e-05,175.56900,1.20000e-03,-1.20000e-03,0.5700,0.520,-0.520,4.0996,,,2559,,,4.52,,,613.0,,,,,,91.70,,,5190.00,,,4.520,,,0.8700,,,293.061400,43.581360,15.258
7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,,,,,,6.3082070,2.50000e-05,-2.50000e-05,174.04630,1.30000e-03,-1.30000e-03,0.5300,0.540,-0.540,3.0319,,,1318,,,3.22,,,839.0,,,,,,68.40,,,5190.00,,,4.520,,,0.8700,,,293.061400,43.581360,15.258
7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,,,,,,2.0523497,5.00000e-07,-5.00000e-07,169.88986,7.00000e-05,-7.00000e-05,0.3300,0.240,-0.240,2.0540,,,14507,,,12.41,,,1436.0,,,,,,882.90,,,5734.00,,,4.450,,,1.0300,,,299.561890,43.503559,15.257
7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,,,,,,9.7705130,4.70000e-05,-4.70000e-05,175.71030,1.60000e-03,-1.60000e-03,0.6800,0.750,-0.750,2.6168,,,1942,,,2.83,,,572.0,,,,,,47.70,,,4648.00,,,4.690,,,0.6100,,,282.232510,43.665630,15.777
9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,,,,,,49.1843100,1.30000e-04,-1.30000e-04,141.90956,9.20000e-04,-9.20000e-04,0.5540,0.066,-0.066,11.4739,,,1615,,,3.76,,,454.0,,,,,,152.90,,,5380.00,,,4.450,,,0.9200,,,294.559170,46.062328,12.654
7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,,,,,,5.1698200,2.90000e-05,-2.90000e-05,172.62950,1.80000e-03,-1.80000e-03,0.6500,0.780,-0.780,2.1555,,,1210,,,2.18,,,708.0,,,,,,35.80,,,4648.00,,,4.690,,,0.6100,,,282.232510,43.665630,15.777
7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,,,,,,20.0897600,2.10000e-04,-2.10000e-04,147.98380,3.70000e-03,-3.70000e-03,0.5900,0.830,-0.830,3.5778,,,1434,,,2.36,,,450.0,,,,,,28.00,,,4648.00,,,4.690,,,0.6100,,,282.232510,43.665630,15.777
7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,,,,,,7.1137260,3.60000e-05,-3.60000e-05,174.32340,1.70000e-03,-1.70000e-03,0.7500,0.630,-0.630,2.2133,,,834,,,1.64,,,476.0,,,,,,36.60,,,3653.00,,,4.740,,,0.5200,,,296.985050,43.658520,15.234
7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,,,,,,3.3065610,1.90000e-05,-1.90000e-05,134.36990,1.90000e-03,-1.90000e-03,0.7000,0.670,-0.670,1.8130,,,518,,,1.25,,,618.0,,,,,,31.80,,,3653.00,,,4.740,,,0.5200,,,296.985050,43.658520,15.234
7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,,,,,,15.3682900,1.30000e-04,-1.30000e-04,147.39150,2.90000e-03,-2.90000e-03,0.8200,0.540,-0.540,2.5239,,,762,,,1.61,,,369.0,,,,,,26.10,,,3653.00,,,4.740,,,0.5200,,,296.985050,43.658520,15.234
7938496,K00900.01,Kepler-1730 b,CONFIRMED,CANDIDATE,,,,,,13.8099400,9.10000e-05,-9.10000e-05,172.34170,2.40000e-03,-2.40000e-03,0.7800,0.750,-0.750,3.1191,,,1420,,,4.60,,,795.0,,,,,,31.40,,,5692.00,,,4.330,,,1.1100,,,281.960630,43.703110,15.425
8013419,K00901.01,,CANDIDATE,CANDIDATE,,,,,,12.7326200,1.50000e-05,-1.50000e-05,176.93845,3.80000e-04,-3.80000e-04,0.7800,0.290,-0.290,2.1665,,,6492,,,4.78,,,456.0,,,,,,154.40,,,4213.00,,,4.740,,,0.5300,,,285.167480,43.876339,15.750
8018547,K00902.01,,CANDIDATE,CANDIDATE,,,,,,83.9108900,2.60000e-04,-2.60000e-04,236.80767,9.10000e-04,-9.10000e-04,0.5300,0.380,-0.380,6.6443,,,7951,,,4.74,,,248.0,,,,,,134.80,,,4312.00,,,4.740,,,0.5200,,,287.852390,43.897991,15.754
8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,,,,,,5.0073120,4.50000e-06,-4.50000e-06,173.43343,2.90000e-04,-2.90000e-04,0.3400,0.230,-0.230,4.2333,,,7018,,,6.28,,,925.0,,,,,,370.50,,,5620.00,,,4.620,,,0.7500,,,295.536130,43.884449,15.813
8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,,,,,,2.2111210,1.20000e-05,-1.20000e-05,170.14940,1.40000e-03,-1.40000e-03,0.7400,0.560,-0.560,1.6829,,,591,,,1.65,,,876.0,,,,,,31.20,,,4362.00,,,4.700,,,0.5800,,,285.168330,44.026459,15.791
9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,,,,,,190.3134000,2.00000e-03,-2.00000e-03,312.68120,2.60000e-03,-2.60000e-03,0.6980,0.079,-0.079,15.6346,,,1149,,,3.30,,,289.0,,,,,,63.20,,,5380.00,,,4.450,,,0.9200,,,294.559170,46.062328,12.654
8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,,,,,,27.9481400,2.40000e-04,-2.40000e-04,178.79600,3.10000e-03,-3.10000e-03,0.8200,0.470,-0.470,3.4932,,,999,,,2.43,,,375.0,,,,,,23.50,,,4362.00,,,4.700,,,0.5800,,,285.168330,44.026459,15.791
8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,,,,,,42.1516400,5.30000e-04,-5.30000e-04,138.99280,4.50000e-03,-4.50000e-03,0.6500,0.620,-0.620,5.0617,,,1233,,,2.21,,,326.0,,,,,,25.10,,,4362.00,,,4.700,,,0.5800,,,285.168330,44.026459,15.791
8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,,,,,,4.6175270,4.20000e-05,-4.20000e-05,135.04530,3.10000e-03,-3.10000e-03,0.7500,0.550,-0.550,2.1085,,,415,,,1.46,,,684.0,,,,,,17.60,,,4362.00,,,4.700,,,0.5800,,,285.168330,44.026459,15.791
8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,,,,,,10.1986200,1.10000e-04,-1.10000e-04,137.91410,4.20000e-03,-4.20000e-03,0.8300,0.470,-0.470,2.3911,,,584,,,1.70,,,525.0,,,,,,17.30,,,4362.00,,,4.700,,,0.5800,,,285.168330,44.026459,15.791
8180063,K00905.01,,CANDIDATE,CANDIDATE,,,,,,5.7950600,1.50000e-05,-1.50000e-05,172.69760,9.00000e-04,-9.00000e-04,0.9480,0.080,-0.080,3.1661,,,1704,,,4.09,,,890.0,,,,,,83.80,,,5668.00,,,4.610,,,0.7600,,,296.507540,44.036072,15.289
8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,,,,,,7.1568160,4.80000e-05,-4.80000e-05,174.13430,2.20000e-03,-2.20000e-03,0.6100,0.620,-0.620,2.6287,,,841,,,2.36,,,751.0,,,,,,32.70,,,5017.00,,,4.550,,,0.7800,,,289.594760,44.141949,15.460
8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,,,,,,17.6482200,1.90000e-04,-1.90000e-04,133.54640,4.10000e-03,-4.10000e-03,0.8800,0.370,-0.370,2.2768,,,773,,,2.60,,,559.0,,,,,,17.20,,,5017.00,,,4.550,,,0.7800,,,289.594760,44.141949,15.460
8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,,,,,,4.1478700,1.10000e-04,-1.10000e-04,133.41020,9.00000e-03,-9.00000e-03,0.4500,0.680,-0.680,2.3997,,,179,,,1.02,,,904.0,,,,,,8.60,,,5017.00,,,4.550,,,0.7800,,,289.594760,44.141949,15.460
8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,,,,,,16.5139500,1.20000e-04,-1.20000e-04,176.11790,2.60000e-03,-2.60000e-03,0.8000,0.290,-0.290,4.3213,,,916,,,3.64,,,740.0,,,,,,37.00,,,5634.00,,,4.320,,,1.0900,,,296.566220,44.105862,15.223
8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,,,,,,30.1325400,3.10000e-04,-3.10000e-04,190.38640,3.50000e-03,-3.50000e-03,0.8200,0.270,-0.270,5.0972,,,991,,,3.82,,,605.0,,,,,,32.10,,,5634.00,,,4.320,,,1.0900,,,296.566220,44.105862,15.223
11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,20.5458701,,,137.90364,,,,,,2.3400,,,1329,,,,,,,,,,,,187.30,,,5525.00,,,4.230,,,,,,294.401920,50.172089,12.003
8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,,,,,,4.7908730,8.50000e-05,-8.50000e-05,136.31180,6.30000e-03,-6.30000e-03,0.7900,0.310,-0.310,2.8012,,,212,,,1.66,,,1117.0,,,,,,13.60,,,5634.00,,,4.320,,,1.0900,,,296.566220,44.105862,15.223
5219234,K01563.04,Kepler-305 d,CONFIRMED,CANDIDATE,,,,,,16.7382600,4.00000e-04,-4.00000e-04,359.42040,5.80000e-03,-5.80000e-03,0.9400,0.250,-0.250,3.0289,,,1094,,,3.16,,,550.0,,,,,,15.30,,,4918.00,,,4.570,,,0.7500,,,299.224330,40.343182,15.812
5184584,K01564.01,Kepler-891 b,CONFIRMED,CANDIDATE,,,,,,53.4496500,1.90000e-04,-1.90000e-04,149.19930,1.40000e-03,-1.40000e-03,0.1000,0.830,-0.830,5.2811,,,3598,,,5.52,,,459.0,,,,,,99.40,,,5709.00,,,4.510,,,0.9400,,,291.083800,40.355251,15.287
5636648,K01565.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.4667423,,,133.97114,,,,,,1.0400,,,799,,,,,,,,,,,,88.70,,,5555.00,,,4.572,,,,,,296.333190,40.896259,15.330
5564247,K01566.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7272039,,,355.36702,,,,,,2.1200,,,383,,,,,,,,,,,,13.50,,,5199.00,,,4.675,,,,,,299.141420,40.725899,15.935
5438099,K01567.01,Kepler-306 c,CONFIRMED,CANDIDATE,,,,,,7.2401360,8.10000e-05,-8.10000e-05,355.01560,2.80000e-03,-2.80000e-03,0.3700,0.650,-0.650,3.0868,,,874,,,2.46,,,775.0,,,,,,34.20,,,5027.00,,,4.500,,,0.8400,,,288.538670,40.616150,15.565
7255336,K00019.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.2031955,,,133.93038,,,,,,1.5500,,,2656,,,,,,,,,,,,567.50,,,6211.00,,,4.226,,,,,,280.943850,42.839184,11.374
11402995,K00173.01,Kepler-481 b,CONFIRMED,CANDIDATE,,,,,,10.0607910,5.80000e-05,-5.80000e-05,138.96770,2.10000e-03,-2.10000e-03,0.0500,0.450,-0.450,4.4787,,,458,,,2.48,,,905.0,,,,,,60.00,,,5706.00,,,4.290,,,1.1800,,,291.907040,49.262051,13.844
5438099,K01567.02,Kepler-306 b,CONFIRMED,CANDIDATE,,,,,,4.6461950,6.80000e-05,-6.80000e-05,354.58950,3.50000e-03,-3.50000e-03,0.5800,0.570,-0.570,2.3324,,,495,,,1.93,,,902.0,,,,,,21.40,,,5027.00,,,4.500,,,0.8400,,,288.538670,40.616150,15.565
5438099,K01567.03,Kepler-306 d,CONFIRMED,CANDIDATE,,,,,,17.3263900,3.50000e-04,-3.50000e-04,360.51220,5.00000e-03,-5.00000e-03,0.0100,0.770,-0.770,4.4055,,,729,,,2.22,,,581.0,,,,,,23.10,,,5027.00,,,4.500,,,0.8400,,,288.538670,40.616150,15.565
